audio,sentence
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/e9c13bbc-b80a-467b-b4b1-a7392f24fd2c.wav,thủ tục nội bộ để mở cửa chính thức cửa khẩu song phương Lý Vạn (Việt Nam) - Thạc Long (Trung Quốc).
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/321894d6-de6d-4963-a261-2cc049816a64.wav,tập trung nâng cao khả năng huấn luyện sẵn sàng chiến đấu của bộ đội.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_quan/aa77618b-cc15-4848-83a1-fd5871dda6e7.wav,"tham gia xây dựng Đảng, chính quyền""."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/09608669-b3e1-4335-b9d7-20fbef9226a7.wav,để hỗ trợ người dân một cách thuận lợi nhất.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/c13ed8e7-9699-443c-95d8-dfae1be8ee28.wav,để xem các hộ vay đó có sử dụng đúng mục đích hay không.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/e5f7200d-da5a-46c5-b353-39898a487815.wav,"Những năm qua, cấp ủy, chính quyền từ tỉnh đến cơ sở đã quan tâm triển khai nhiều hoạt động giữ gìn,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/a9ccdea9-5748-42cf-bb90-b624453c93f5.wav,đáp ứng yêu cầu phát triển và phục vụ cho phát triển sản xuất và đời sống của người dân.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_8_quan/4cd1a055-2747-4ffa-abca-669fd8db8d60.wav,Cũng hỗ trợ vay vốn cho các hội viên để hội viên phát triển.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/214e5f11-135b-4894-8681-5b6d668b673e.wav,Công trình được hoàn thành sẽ giúp người dân trên địa bàn xã được tiếp cận dịch vụ chăm sóc sức khoẻ ban đầu có chất lượng.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/0e7f8342-104e-460e-959f-a48805a40a68.wav,"Năm ngoái, tại 9 xã điểm đã triển khai đầu tư xây dựng 43 danh mục công trình với tổng mức đầu tư khoảng 200 tỷ đồng."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/69420918-97fe-4778-b6a9-4d1351a2864d.wav,"Múa sư tử không chỉ thể hiện tinh thần thượng võ của người miền núi, mà còn là biểu tượng của sự may mắn, hạnh phúc trong cuộc sống"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/a1c5570d-3719-434b-b964-f97a20d353c1.wav,"Chúng tôi thường xuyên phối hợp với các lực lượng chức năng như Dân quân, Công an tuần tra, kiểm soát địa bàn."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/a3903875-77c7-4d02-8319-e9ea6b5b1a36.wav,"Bác sĩ chuyên khoa II ĐặNG MINH KIM Bí thư Đảng ủy, Giám đốc Trung tâm Y tế huyện Bắc Sơn"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_4_quan/006c8f56-f62e-476a-957f-b595e787a113.wav,"vượt so với chỉ tiêu đề ra, góp phần ngăn chặn và đẩy lùi dịch bệnh sởi trên địa bàn."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/75608b71-44ff-4f2c-8ccd-fddd0ac26e28.wav,"nhất là các tiêu chí về cơ sở hạ tầng đòi hỏi nguồn lực đầu tư lớn, thời gian thực hiện kéo dài."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/81efb48f-243d-429f-a8d9-0a99f04472e8.wav,"Hội Người mù, Hội Bảo trợ người khuyết tật và Bảo vệ quyền trẻ em."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_6_quan/27369c10-c50e-420d-badb-5eb51b44164b.wav,XÃ NÔNG THÔN MỚI KIỂU Mẫu
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_manh/66ff0f56-f0de-4892-a254-498430b3fc20.wav,tập trung triển khai những nội dung trọng điểm như: Hoàn thiện thủ tục công bỗ nâng cấp cửa khẩu Tà Lùng - Thủy Khẩu
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_13_quan/f86464fe-adca-47ef-b7ab-72791d01b5e9.wav,"Xuất ngũ trở về địa phương, đời sống của các cựu chiến binh gặp phải không ít khó khăn, thiếu thốn"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/cc711bf6-1cb3-4abe-80d0-792c4a8ba634.wav,Diện tích rừng và đất lâm nghiệp do đơn vị quản lý tiếp giáp với nhiều địa hình phức tạp
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_7_quan/f4510239-f26f-4bd3-910b-7aa875516325.wav,Chủ động tìm kiếm sáng tạo trong việc thiết kế các hoạt động giáo dục phù hợp với đặc điểm tâm sinh lý của trẻ.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/319fe8a6-91f9-48f3-a14e-12954b652a0c.wav,"gồm xã Hòa Bình (phấn đấu đạt xã nông thôn mới), Yên Phúc (phấn đấu đạt xã nông thôn mới nâng cao),"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/a5eaccc5-48e9-402d-bb99-cf9c5af98120.wav,"Chứng thực, tài nguyên-môi trường, lĩnh vực quản lý bảo vệ rừng, các thủ tục cho vay vốn của Ngân hàng Chính sách xã hội."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_quan/dbe29f62-6105-4809-976e-62e2402331ad.wav,"Do đó trong năm nay, Phòng Giáo dục và Đào tạo huyện đã giao cho trường Tiểu học của các xã"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/cbc59763-232b-49cb-bc63-3f0bd697aa9b.wav,Mời quý vị và các bạn theo dõi Chương trình tiếng Mông của Đài Phát thanh và Truyền hình Điện Biên
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/aea88381-bdc0-4072-aca1-bc51db5883f2.wav,MANG HẠNH PHÚC ĐẾN BỆNH NHÂN NGHÈO
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/3e5af3e4-35d5-4bb2-829a-2afa59ff4309.wav,"Ngày 18/02/2021, Ủy ban Dân tộc ra Quyết định số 98/QĐ-UBDT ban hành Kế hoạch thực hiện Đề án"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_6_quan/2c3c0099-6be7-49b8-b846-5275f69bf59a.wav,"số học sinh tham gia các cuộc thi giao lưu cấp huyện, cấp tỉnh cũng đều được nâng lên."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_20_quan/bfe88d3a-7643-4611-84f9-bc03e154a204.wav,"Tôi rất mong, nhiều người cùng biết hát then, đàn tính, để cùng nhau giữ gìn bản sắc văn hóa dân tộc tránh bị mai một."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/7236b75a-853e-4c0e-bd0c-64b6f8ba3bc8.wav,"kế hoạch hóa gia đình cũng luôn nhận được sự quan tâm, triển khai đầy đủ."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_manh/3998d3e9-a41d-4d72-a0cb-02fa348c968c.wav,"Thư viện rất rộng, có nhiều quyển sách hay giúp em tích lũy thêm nhiều kiến thức."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_quan/9ac88396-6758-4e0a-ac47-c5729d4756ca.wav,"71 học viên trên địa bàn xã Hoà Cư, huyện Cao Lộc đăng ký tham gia học lớp xoá mù chữ trong giai đoạn 2 này."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/763377fa-9076-4e55-9f9e-49fa11749214.wav,"cũng như là tổ, đội múa sư tử trên địa bàn mỗi huyện."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_13_quan/5cad5306-d177-4087-a4a6-402b0e5bf555.wav,"Phát huy những kết quả đạt được, thời gian tới, Ủy ban MTTQ Việt Nam tỉnh Lạng Sơn"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/10d8195a-c3be-4eff-ad16-f018f5d8ebe7.wav,"nâng cao nghiệp vụ, đáp ứng tốt nhiệm vụ được giao."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/4401521e-6e06-44ce-bd41-843d820eba0a.wav,"mang lại hiệu quả, trải nghiệm thú vị, thiết thực đối với du khách."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/07d42a05-6406-4787-be37-d8b7e291ad91.wav,nhằm xây dựng môi trường thân thiện và chăm sóc sức khỏe người cao tuổi ngày càng được tốt hơn.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/ca08b028-87f2-4ad8-ab38-4da73a7e0609.wav,Chúng tôi có kế hoạch để dịch chuyển sản xuất để tránh các giờ cao điểm.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_manh/03336496-d2d9-4383-a8f6-cc4ade27cbd7.wav,"Từ năm 2014 đến nay, được trang bị đầy đủ các phương tiện nhờ sự hỗ trợ của các cấp lãnh đạo."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/af09a4d5-0013-4633-8ee2-524ee3a0e499.wav,"ủng hộ 1 bóng đèn năng lượng mặt trời trị giá 1.500.000, n động người dân đóng góp thêm 2 bóng đèn năng lượng mặt trời"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/e65a9883-5f21-4261-8add-a4dfaac1bf86.wav,"Không chỉ là câu chuyện làm giàu của một cá nhân, mô hình trồng nấm hương tươi còn mang lại cơ hội việc làm"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_18_quan/b414f2b1-fb96-4e7c-940c-eb7b878f000d.wav,"mua bán trẻ em hiện nay; những phương thức, thủ đoạn, mục đích của tội phạm mua bán người;"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/a2ebbc83-7fab-41fd-aaf0-702efecf1ea1.wav,tạo điều kiện cho học viên đến tham gia lớp học đầy đủ hơn.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_8_quan/2dd3e1b3-f61c-4183-9b90-016f49f1eee6.wav,"Quan tâm chăm lo, thực hiện chế độ chính sách cho lực lượng dân quân tự vệ."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/b512f561-565f-4153-b8e0-b2036976ebca.wav,"để giảm thiểu lượng khí thải gây hiệu ứng nhà kính, đây đang là một bước ngoặt quan trọng"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/3cd2d4a6-956e-4594-8328-d08b9ffc5cf4.wav,"trong vụ Đông - Xuân của bà con nông dân xã Gia Cát, huyện Cao Lộc, tỉnh Lạng Sơn."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_16_quan/bdc21608-0aa9-46cf-8e34-86c75df44f33.wav,"Cùng với Công an các địa phương, từ ngày 01/3 năm nay, Công an tỉnh Lạng Sơn chính thức tiếp nhận"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/9c5dfa40-d34b-4187-9912-66aabc0649e0.wav,"Lực lượng Cảnh sát điều tra tội phạm về ma túy từ trước nay thực hiện đấu tranh phòng chống tội phạm ma túy,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_6_quan/caade0b3-4766-413e-9ad9-19f7e488b965.wav,"Những năm qua, cấp ủy, chính quyền từ tỉnh đến cơ sở đã quan tâm triển khai nhiều hoạt động giữ gìn,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_13_quan/c3974e18-7989-4d7a-aaef-152aa9eba5a3.wav,"Đến nay, thông qua các tổ tiết kiệm và vay vốn, gần 1.800 hội viên Hội Cựu chiến binh huyện"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/415d0b37-f8a9-4a71-92a0-e39763f1735b.wav,"Đã nửa thế kỳ, ký ức về ngày toàn thắng vẫn nguyên vẹn trong tâm trí của những con người góp phần làm nên mùa xuân đất nước."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/f52b5df9-69a4-41e9-b201-4c86a71934d6.wav,"mà còn tác động lớn đến phát triển kinh tế - xã hội, thông qua thúc đẩy đổi mới sáng tạo"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_13_quan/995d1109-8fe1-4f42-b9bd-39391df51d58.wav,"nhân rộng các điển hình thông qua các hội nghị ở xã, ở huyện đặc biệt chúng tôi phối hợp với Trung tâm dịch vụ Nông nghiệp huyện"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/4e0e4648-6809-4564-b58f-12720bc1563a.wav,"Đồng thời, chủ động tìm hiểu, phối hợp với các Công ty để ký kết, bao tiêu sản phẩm cho bà con, giúp người dân yên tâm sản xuất."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/760fbfdf-f671-45c5-b5ee-543fe044ea1d.wav,"thường xuyên tuyên truyền, vận động hội viên tích cực hưởng ứng tham gia xây dựng nông thôn mới bằng những việc làm thiết thực"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/d9a857a5-b231-4997-ae7f-7a144a82afd6.wav,"để yên tâm lao động sản xuất, vươn lên thoát nghèo."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/0d1833d3-b802-418f-9aad-0138e41089e0.wav,"Sinh ra và lớn lên ở xã Vạn Linh, huyện Chi Lăng, năm 2011, chị Triệu Thị Sơn tham gia công tác ở UBND xã Vạn Linh"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/f18ac956-8da7-4c7a-9578-3988e5ddc42c.wav,"Trong quá trình thực hiện chúng tôi phối hợp với chính quyền địa phương, các cơ quan liên quan"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_manh/e5fd86c4-777e-4967-9ead-daec8653510e.wav,"số còn lại để làm miền cung cấp cho nhiều thị trường, lợi nhuận thu về gân 00 triệu đồng/năm - Đây là mức thu nhập khá cao so với các cây trồng"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/05aa5688-06be-4c68-93a0-9570c03a6fc4.wav,"thụ hưởng chính sách bảo hiểm xã hội, bảo hiểm y tế luôn được thực hiện đúng, đủ, kịp thời."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/677dcd60-be91-40e2-83e2-3c9f6a4d583c.wav,Đồng bào và các bạn vừa theo dõi chương trình Truyền hình tiếng Dao của Đài PTTH Lạng Sơn.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/7741c65f-1ec8-4492-802a-c4f8722e8cc8.wav,của lực lượng vũ trang tỉnh trong thời kỳ mới.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/3aafc455-544e-4c79-a133-8f9695a39e56.wav,"quan tâm chỉ đạo thực hiện tốt công tác phối hợp, tổ chức mở các lớp tập huấn"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/2a148005-4204-48ab-ac07-ac6048e782f4.wav,"Trước đây, nhà tôi lắp các thiết bị điện công suất lớn, mỗi tháng sử dụng hết khá nhiều tiền điện."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_manh/6063b34c-f2aa-49eb-b8e1-b4b95706553f.wav,LỜI TỰ SỰ DIỄN VIÊN - MÓ
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_20_quan/b061b3b1-2699-472b-89f3-25972020129b.wav,Hội Bảo trợ người khuyết tật và Bảo vệ quyền trẻ em vào Hội Chữ thập đỏ tỉnh Lạng Sơn.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/45090de1-bac1-4375-9193-ae66e126cdbe.wav,"bằng những nhiệm vụ, giải pháp phù hợp với điều kiện địa phương."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_manh/a334cac8-fc98-4878-8567-a6032a0697fd.wav,"Đồng thời, tăng cuông xây dụng mỗi quan hệ của tỉnh Cao Bằng vỏi Khu tụ trị, tộc Choang Quảng Tây ngày càng đi vào chiều sâu, thực chất, hiệu"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_quan/92593366-599d-4d2e-b210-e89410cd099c.wav,"Thu nhập mỗi tháng 6 triệu, nhà chúng tôi không phải thuê, ở nhà chúng tôi còn chăm sóc được gia đình."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_13_quan/2c9bbcf4-8cfb-4b2e-8cd8-9e1566ce43aa.wav,"Qua đó, phát huy sức mạnh khối đại đoàn kết toàn dân tộc tham gia xây dựng khu vực biên giới hòa bình, ổn định và phát triể"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_quan/c6e3e804-4b01-413a-8e61-b0090b0d8c20.wav,"trực tiếp tham gia chiến dịch Hồ Chí Minh lịch sử không khỏi xúc động, tự hào"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/8ad44e70-5309-414a-b5a9-c7014ed500fa.wav,"và trở thành lực lượng nòng cốt của câu lạc bộ ""Ngân hàng máu sống""."""
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_quan/a06dcfea-6019-4dd9-ba2c-5c890059d200.wav,"Nhận thấy Bắc Sơn có lợi thế về phát triển cây ăn quả có múi, cùng với niềm đam mê làm nông nghiệp xanh,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_quan/ae9758f0-f456-418f-97a0-16af57d2d033.wav,"Tháng Tư lịch sử, khi cả nước náo nức kỷ niệm 50 năm Ngày giải phóng miền Nam,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/f1ae1434-50c1-478c-b862-dc96dee800b8.wav,"Qua đó, góp phần giữ vững an ninh chính trị, trật tự an toàn xã hội, phục vụ phát triển kinh tế - xã hội,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/abc552b1-a022-40a4-bc04-de9a695d06b8.wav,"Bệnh viện đã kêu gọi giúp đỡ một khoản tiền vượt qua những lúc khó khăn, tôi chân thành cảm ơn."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/522afab4-8118-439a-832f-dd00bcbc06c6.wav,"để huấn luyện về chính trị, quân sự."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_6_quan/a305c82c-54d4-4829-82eb-cea96bc000dd.wav,"Xã Sàn Viên, huyện Lộc Bình, Lạng Sơn"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_13_quan/89e7679c-fdc1-41bb-b35a-df609aea4e15.wav,"bằng 56,58% số người hưởng toàn tỉnh, trong đó số người hưởng lương qua thẻ"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/2c7f557b-3f2c-4d94-b339-714e2fffc530.wav,"Hiện tại, đang thực hiện tuyến đường Bản Luận - Kéo Cặp, có nhiều hộ dân tích cực tham gia hiến đất với số lượng rất lớn."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/1cd81233-7e15-44b8-9ae3-8c77b8248c4a.wav,"làm sao đảm bảo đạt hiệu quả, đảm bảo các hội viên của các Hội sau khi sắp nhập vẫn duy trì hoạt động như trước đây."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/8a4b90eb-cdbf-425b-ab7d-02e6f292eb09.wav,"thực hiện tuần tra, giữ gìn an ninh chính trị, trật tự an toàn xã hội; phối hợp tuần tra bảo vệ chủ quyền, an ninh biên giới;"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/d5113451-3c24-418d-8bb3-52a3fcb9bbd4.wav,Chương trình hôm nay có những nội dung chính sau:
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_manh/b06062a2-a15e-40d8-9a0a-b49171e47480.wav,"Câu chuyện làm du lịch của nhóm bạn trẻ tại Voi Valley mang thông điệp ""Tôi viết tên vùng miền"""
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_7_quan/e0b0edd4-3313-4759-8601-4a4ea9447b82.wav,"sự phối hợp chặt chẽ của các ban, ngành, đoàn thể đặc biệt là sự chỉ đạo của ngành cấp trên."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/4345cf88-2ee7-4510-be7e-f1d10799c4fa.wav,"Theo số liệu thống kê từ Phòng Giao dịch Ngân hàng Chính sách xã hội huyện Văn Quan,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/14395de3-2833-47d8-add3-ce3f6d67ce08.wav,"chỉ đạo UBND các huyện, thành phố xây dựng kế hoạch triển khai thực hiện"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/290cc1aa-1fb0-4133-b71c-a64b3fefef83.wav,"Từ đó, củng cố niềm tin của nhân dân với Đảng, chính quyền, góp phần xây dựng quê hương xứ Lạng ngày một giàu đẹp, văn minh."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/eb76be43-1ca7-4938-ba99-58ce0ccf6f36.wav,"Khu kinh tế cửa khẩu tỉnh Cao Bằng được phát triển theo mô hình chuỗi kết nối trên tuyến hành lang biên giới,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/8223ba7a-7799-40b5-8fd2-7396f3e6ed6d.wav,"Trong khuôn viên rộng chừng 300m2. ngay sát cổng vào là bộ phận ""Một cửa""."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/390a719f-ae79-45e9-a4d8-13e3319ca4b6.wav,"với chính quyền địa phương các xã, thị trấn trên địa bàn huyện trong công tác rà soát các đối tượng diện được thụ hưởng"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/652cc2b4-451d-4827-ac6f-a92099ebaef5.wav,"nay là xã Yên Phúc, huyện Văn Quan, tỉnh Lạng Sơn nhằm thống nhất chỉ đạo, chỉ huy lực lượng vũ trang trên địa bàn."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_13_quan/176ffa6d-9163-429c-89b8-d90ff4876e7a.wav,Tổ chức sản xuất: Biên tập chương trình: HÔNG SƠN
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/fac75ccf-ea8a-447d-b94c-52591d43da5e.wav,"Tuy nhiên công tác này còn gặp nhiều khó khăn do số lượng vỏ bao bì thuốc bảo vệ thực vật theo đợt không nhiều,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/2dc9623e-ee27-4df0-8352-c819997074da.wav,"Trung bình mỗi năm, Công ty TNHH Green Food Hà Nam sản xuất khoảng 10 tấn nấm hương tươi."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_18_quan/38640c20-dc9c-4e0a-8eba-2713ed508739.wav,đã giải ngân vốn cho 10 chương trình tín dụng ưu đãi của Chính phủ với doanh số cho vay được trên 126 tỷ đồng
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_16_quan/119ae327-03c7-45d0-ab9f-02116725402d.wav,"Chúng tôi sẽ tăng cường tuyên truyền, bồi dưỡng cho đội ngũ cán bộ trẻ về truyền thống cách mạng,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/c1bd5288-6a88-4375-92ce-ae8801e7a553.wav,"Phát huy những kết quả đạt được, năm nay, Văn Lãng tiếp tục huy động sự vào cuộc của cả hệ thống chính trị,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_7_quan/9451334b-10a3-445c-a607-596321413748.wav,"trưởng tổ TK&VV thôn Nà Phân, xã Thanh Long, huyện Văn Lãng, Lạng Sơn"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/31d97df4-f47b-44d1-be12-748ac7bc25ce.wav,"và làm nên những chiến thắng hào hùng, góp sức cho công cuộc giải phóng đất nước, xây dựng hòa bình và phát triển."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/31ce4a81-5ca5-442d-9ab7-5b9cd25d2233.wav,"Huyện Lộc Bình đã triển khai đồng bộ quyết liệt, tập trung, rà soát các hộ gia đình triển khai thực hiện."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/5535a61f-2414-4e91-b1f1-a00f51b0779c.wav,"được cô giáo hướng dẫn tập viết trên tấm bảng đen, ở cái tuổi gần 60."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_20_quan/23983e01-622c-467b-bc0e-ea112bd24f63.wav,"Để thực hiện được mục tiêu này, ngay từ cuối năm ngoái, đầu năm nay, các huyện, thành phố đã chỉ đạo các xã điểm"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/9d2ce6c7-d642-4894-ba60-de4130809f44.wav,Lớp lớp cán bộ chiến sỹ đã làm nên truyền thống tốt đẹp và cơ quan Bộ CHQS tỉnh Lạng Sơn
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/0da3c427-6ca7-45c0-b5c7-4a0f1f1304fe.wav,"Chỉ trong 2 ngày, Phòng Công tác xã hội, Bệnh viện Đa khoa tỉnh đã kêu gọi từ cộng đồng được gần 50 triệu đồng"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_quan/9ea8809d-b1bb-40c0-91e2-9d34b28f89ea.wav,Tổ chức sản xuất: Biên tập chương trình: TRIỆU XUÂN
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_8_quan/b4301d75-874c-46b4-8d02-505ff2d089cb.wav,"Cùng với việc tích cực tham gia học tập, trau dồi văn hóa, nhiều người cao tuổi vẫn tích cực học hỏi thêm kiến thức mỗi ngày,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/403e1085-28ce-4500-a68f-c8eeb5045641.wav,Sự ra đời của Tỉnh đội bộ dân quân và các Huyện đội Bộ dân quân Lạng Sơn vào 78 năm trước
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_18_quan/edd4a67a-259f-4c07-b899-10ced2b1f755.wav,"công tác tuyên truyền, phổ biến, giáo dục, nâng cao nhận thức về pháp luật,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_quan/b6226aed-aa68-4251-9233-fb346a112f0f.wav,"Trong đó, số tiền hỗ trợ được chia làm hai nội dung gồm hỗ trợ không điều kiện và hỗ trợ có điều kiện."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/4ea73c93-c6c3-4218-9f0c-517a6c15a488.wav,"của Đảng và Nhà nước để cho đời sống nhân dân ngày một nâng cao, đất nước ta ngày một phát triển."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/862c26a7-285f-41ae-88a7-e2cbeac441c8.wav,"Bằng lòng nhiệt huyết và sự tận tâm, bác sĩ Vân Tân xứng đáng là tấm gương sáng trong ngành y,"
